Helpfulness,Heuristic,Systematic
-0.07,-0.022,-0.41
-0.07,-0.004,-0.499
-0.07,-0.809,-0.023
-0.07,-0.803,-0.356
-0.07,-0.41,1.347
-0.07,0.166,0.123
-0.07,0.623,-0.527
-0.07,-0.462,-0.031
-0.07,-1.034,0.688
-0.07,-1.062,-0.748
-0.07,-1.081,-0.63
-0.07,-0.549,-0.142
-0.07,-0.526,0.09
0.247,-0.997,-0.41
-0.07,2.288,1.983
-0.07,0.704,0.692
-0.07,-0.622,-0.553
-0.07,-0.63,-0.605
-0.07,0.525,-0.649
-0.07,-0.625,0.035
-0.07,-0.801,-0.432
-0.07,1.43,1.451
0.565,-0.26,0.196
2.789,-0.494,2.326
-0.07,-0.774,-0.476
-0.07,0.92,-0.27
-0.07,-0.213,1.44
-0.07,0.733,-0.077
-0.07,0.231,1.095
-0.07,2.477,-0.137
-0.07,-0.638,0.651
-0.07,-1.019,-0.63
-0.07,-0.492,-0.51
-0.07,-1.159,-0.767
-0.07,-0.949,-0.662
-0.07,0.418,0.516
-0.07,-0.691,-0.59
-0.07,-0.986,-0.941
-0.07,-0.862,-0.378
-0.07,-0.956,-0.441
-0.07,0.43,-0.845
-0.07,1.44,1.013
-0.07,-0.799,-0.457
-0.07,1.114,-0.672
0.565,1.56,-0.264
-0.07,0.364,-0.043
-0.07,-0.623,-0.288
-0.07,-0.322,-0.161
1.2,-0.581,2.303
-0.07,0.007,-1.02
-0.07,0.031,-0.588
0.247,-0.644,0.822
-0.07,1.183,-0.618
-0.07,-0.328,-0.229
0.247,-0.47,1.334
-0.07,-1.029,0.31
-0.07,-0.765,-0.52
-0.07,-0.752,-0.113
-0.07,-0.616,-0.524
-0.07,0.259,0.382
-0.07,-0.523,-0.036
-0.07,-1.174,-0.981
-0.07,0.308,-0.526
-0.07,-1.284,-0.653
0.247,0.783,0.943
-0.07,-0.451,-0.539
-0.07,-0.17,-0.494
0.247,-0.22,0.35
-0.07,0.252,1.233
-0.07,-0.975,-0.325
0.565,-0.751,0.804
-0.07,0.2,-0.22
-0.07,-1.144,-0.992
0.247,-1.01,-0.343
-0.07,-0.495,-0.524
-0.07,0.077,0.55
-0.07,-0.33,0.67
-0.07,-0.981,-0.369
-0.07,0.77,-0.176
0.247,-0.233,0.329
-0.07,0.795,1.578
-0.07,0.278,-0.243
0.247,-0.49,-0.316
-0.07,-0.543,-0.298
-0.07,0.473,-0.361
-0.07,0.38,0.894
-0.07,-0.855,-0.223
-0.07,0.961,-0.037
-0.07,0.103,0.015
-0.07,-0.58,-0.126
-0.07,-0.05,-0.643
-0.07,0.155,-0.098
-0.07,-0.5,-0.289
-0.07,-0.613,-0.113
-0.07,0.042,-0.316
-0.07,-1.041,-0.63
-0.07,1.671,-0.437
-0.07,-0.269,0.136
-0.07,0.067,0.449
-0.07,-0.371,-0.638
-0.07,-0.415,-0.9
-0.07,0.881,2.656
-0.07,-0.626,-0.394
-0.07,-0.5,-0.492
-0.07,0.047,-0.429
-0.07,0.313,-0.661
-0.07,0.116,0.827
-0.07,-0.757,-0.789
-0.07,-0.568,-0.489
-0.07,-0.126,-0.101
0.247,-0.243,-0.059
-0.07,-0.112,1.573
0.247,-0.34,-0.23
-0.07,-1.108,-0.45
-0.07,0.751,-0.217
-0.07,0.822,-0.61
-0.07,-0.43,-0.579
-0.07,-0.337,-0.567
-0.07,-0.108,-0.485
-0.07,-0.916,-0.372
-0.07,0.268,-0.311
-0.07,0.778,0.254
2.789,0.975,1.436
-0.07,-0.358,-0.526
-0.07,-0.113,-0.238
-0.07,1.268,-0.559
-0.07,-0.489,-0.425
-0.07,0.299,-0.303
-0.07,1.649,2.234
-0.07,2.178,8.229
-0.07,-0.398,-0.422
-0.07,-0.131,1.472
0.247,-0.44,-0.067
-0.07,-1.155,-0.6
-0.07,0.541,-0.305
-0.07,-0.198,-0.008
-0.07,-0.612,-0.598
-0.07,-0.175,-0.045
0.565,-0.088,0.832
-0.07,-0.093,-0.515
-0.07,-0.191,3.486
-0.07,1.033,-0.35
-0.07,-0.735,0.062
-0.07,-0.009,-0.508
-0.07,-0.789,-0.762
-0.07,-0.563,-0.506
-0.07,-0.406,-0.335
-0.07,-0.648,1.248
-0.07,-0.659,0.945
-0.07,-0.27,-0.385
-0.07,-0.447,-0.742
-0.07,0.418,-0.647
-0.07,-1.183,-0.524
-0.07,-0.021,-0.532
-0.07,-0.214,-0.695
0.247,-0.796,-0.156
0.565,-0.061,0.399
-0.07,0.429,-0.695
-0.07,-0.22,-0.648
-0.07,0.246,-0.057
-0.07,2.183,2.025
-0.07,0.082,0.135
-0.07,-1.063,-0.407
-0.07,-1.059,-0.308
-0.07,1.48,0.101
-0.07,-0.539,-0.206
-0.07,2.648,0.937
-0.07,-0.992,-0.832
-0.07,-0.795,-0.445
-0.07,-0.498,1.169
-0.07,-1.21,-0.398
-0.07,-0.574,-0.33
-0.07,-0.697,-0.349
0.565,0.407,-0.576
-0.07,-0.787,-0.532
-0.07,-0.994,-1.023
-0.07,1.061,-0.564
-0.07,2.284,1.155
-0.07,-0.402,0.073
0.247,1.383,-0.164
-0.07,-0.231,-0.959
-0.07,-0.988,-0.397
-0.07,0.129,0.015
-0.07,-0.765,-0.736
-0.07,-0.024,1.793
-0.07,-0.353,-0.298
-0.07,0.014,-0.054
0.883,-0.174,0.662
0.565,-0.333,4.793
-0.07,-1.031,0.914
-0.07,-0.939,-0.632
-0.07,0.155,-0.605
-0.07,-0.744,-0.589
-0.07,-0.22,-0.27
-0.07,-0.192,-0.113
-0.07,-0.014,-0.66
-0.07,-0.448,-0.428
-0.07,-0.871,-0.501
-0.07,1.273,0.606
0.883,-0.121,0.836
-0.07,0.343,-0.189
-0.07,-0.77,-0.481
-0.07,-0.823,-0.287
-0.07,-0.225,-0.445
-0.07,-0.983,-0.545
0.247,-0.012,0.711
-0.07,-0.13,-0.68
0.247,-0.938,0.129
-0.07,-0.513,-0.63
-0.07,-0.223,-0.217
-0.07,0.709,1.161
-0.07,1.072,-0.694
0.247,-0.373,0.061
-0.07,-0.448,-0.685
-0.07,-1.125,-0.535
0.565,0.369,0.295
-0.07,-0.698,0.341
-0.07,0.183,0.118
-0.07,0.675,-0.058
-0.07,-0.164,0.155
-0.07,0.026,-0.417
-0.07,-0.298,-0.325
-0.07,-1.076,-0.471
-0.07,-1.402,-0.744
-0.07,-0.546,-0.241
-0.07,-0.134,-0.421
-0.07,-0.625,-0.495
-0.07,-0.495,0.109
-0.07,-0.05,-0.574
-0.07,-0.502,-0.698
-0.07,-0.754,-0.485
-0.07,0.195,0.118
-0.07,0.431,-0.586
-0.07,-0.274,-0.081
-0.07,-0.252,-0.33
-0.07,0.583,-0.527
-0.07,0.324,0.326
0.247,-0.192,0.963
1.518,1.044,2.971
-0.07,-0.345,-0.725
-0.07,-0.385,-0.228
-0.07,-0.823,0.513
-0.07,-0.039,-0.846
-0.07,-1.023,-0.536
-0.07,-0.966,-1.041
0.247,-0.177,-0.624
-0.07,-0.195,0.129
-0.07,0.359,-0.645
-0.07,-1.032,-0.579
2.153,1.073,2.484
-0.07,-0.268,-0.015
0.247,-0.267,0.146
-0.07,-0.608,-0.753
0.247,-1.17,-0.761
-0.07,-1.035,-0.223
-0.07,0.175,-0.292
-0.07,-1.192,0.721
-0.07,-0.809,1.093
-0.07,-0.427,-0.425
0.247,-0.731,0.395
-0.07,-0.016,-0.424
-0.07,-0.627,-0.193
0.247,0.629,-0.603
-0.07,-0.927,-0.423
-0.07,-0.931,0.228
-0.07,1.182,-0.806
-0.07,-0.857,0.191
0.247,-0.769,-0.509
-0.07,-0.558,-0.395
-0.07,-0.909,-0.329
-0.07,2.175,0.517
-0.07,-0.01,0.722
0.247,0.612,0.612
-0.07,-0.398,0.224
-0.07,0.171,-0.045
-0.07,0.061,-0.543
-0.07,0.774,2.064
-0.07,-0.53,-0.34
-0.07,-0.504,-0.498
-0.07,-0.292,-0.332
-0.07,-0.582,-0.29
0.883,-0.781,0.168
-0.07,-0.081,-0.236
0.247,0.341,-0.254
2.153,0.615,1.983
-0.07,-0.989,-0.529
-0.07,-1.09,-0.695
-0.07,1.686,0.731
0.247,-0.749,0.264
-0.07,0.041,0.448
-0.07,-0.261,-0.458
-0.07,-0.861,-0.498
-0.07,-1.14,-0.236
-0.07,-0.355,0.007
-0.07,-0.088,-0.078
-0.07,-0.191,-0.323
-0.07,1.029,2.046
-0.07,-1.387,-0.526
0.247,-0.104,-0.025
-0.07,0.408,0.246
-0.07,0.168,-0.623
0.247,-0.332,1.41
-0.07,0.656,0.764
-0.07,-0.481,-0.3
0.565,-0.375,0.616
-0.07,1.933,-0.509
-0.07,-0.424,0.076
-0.07,-0.947,-0.631
-0.07,-0.181,-0.388
-0.07,1.068,-0.494
-0.07,-0.447,-0.6
-0.07,0.197,-0.855
-0.07,-0.468,-0.157
0.247,0.654,-0.665
-0.07,1.396,0.073
-0.07,-1.157,-0.387
-0.07,-0.575,0.09
-0.07,0.712,-0.84
-0.07,1.309,-0.012
-0.07,-0.466,-0.58
-0.07,-1.176,-1.018
-0.07,-0.328,1.08
-0.07,-0.538,-0.176
0.247,0.328,1.251
-0.07,1.928,-0.38
-0.07,-0.607,-1.075
-0.07,-0.923,-0.635
-0.07,0.095,0.489
0.247,0.529,-0.321
-0.07,-0.915,-0.518
-0.07,-0.604,-0.53
-0.07,1.67,0.635
-0.07,-0.562,0.406
-0.07,0.759,0.313
0.247,-0.394,-0.02
-0.07,-0.301,-0.428
-0.07,-1.084,-0.755
-0.07,-0.429,-0.532
-0.07,0.057,1.164
-0.07,0.509,-0.208
-0.07,-0.903,-0.671
-0.07,-1.011,-0.559
-0.07,0.472,-0.111
0.247,-0.775,3.081
0.247,3.442,-0.617
-0.07,-0.716,-0.125
-0.07,-0.328,-0.629
-0.07,-0.359,-0.303
-0.07,-0.909,-0.002
-0.07,-0.5,-0.54
-0.07,-0.854,0.234
-0.07,-0.307,1.657
-0.07,0.921,-0.44
-0.07,-0.803,-0.214
-0.07,0.432,-0.091
0.247,-0.69,-0.278
-0.07,-0.412,-0.206
-0.07,-0.873,0.35
-0.07,-0.966,-0.068
0.247,-0.294,-0.377
-0.07,-0.71,-0.398
-0.07,-0.363,-0.065
0.247,-0.192,0.142
-0.07,-0.622,-0.704
-0.07,-0.435,-0.466
-0.07,0.625,1.566
-0.07,0.362,-0.148
-0.07,-0.799,-0.375
-0.07,-0.338,0.267
-0.07,-1.145,-0.36
-0.07,0.519,0.424
-0.07,-0.159,-0.61
-0.07,-0.214,-0.276
-0.07,-0.914,-0.28
-0.07,-0.407,0.341
-0.07,0.223,-0.789
-0.07,0.859,1.194
-0.07,-0.758,0.321
0.247,2.338,2.399
-0.07,-0.25,-0.335
-0.07,-1.252,-0.323
0.247,-0.825,-0.688
-0.07,0.567,-0.272
-0.07,-0.725,1.26
-0.07,-0.193,-0.516
-0.07,1.285,-0.139
-0.07,-1.23,-0.425
-0.07,1.113,0.209
-0.07,-1.045,-0.325
0.247,1.427,-0.4
-0.07,-0.238,-0.317
-0.07,1.136,-0.54
-0.07,-0.28,0.051
-0.07,0.012,0.679
-0.07,1.994,1.057
0.247,-0.059,0.765
-0.07,-0.725,-0.71
-0.07,-0.035,0.672
2.471,0.065,12.311
-0.07,-0.78,-0.295
-0.07,-0.875,-0.358
-0.07,0.318,-0.213
-0.07,-0.345,0.923
-0.07,-0.364,-0.793
-0.07,1.623,-0.477
0.247,0.032,0.59
0.247,-0.526,-0.826
-0.07,-0.441,0.541
-0.07,-0.781,-0.446
-0.07,3.655,0.069
0.247,-0.117,0.267
-0.07,-1.164,0.226
-0.07,-0.875,-0.404
0.247,0.972,0.319
-0.07,0.038,0.659
-0.07,-0.63,-0.514
0.247,-0.364,-0.251
-0.07,0.751,4.457
-0.07,-1.086,-0.596
0.247,-0.341,0.29
-0.07,-0.875,-0.656
-0.07,-0.77,-0.133
0.565,-0.41,1.378
0.247,-0.095,-1.04
-0.07,-0.301,0.792
-0.07,-0.34,-0.245
-0.07,-0.529,-0.365
-0.07,-0.982,-0.16
-0.07,-0.59,-0.403
-0.07,1.978,0.725
-0.07,-0.452,-0.6
-0.07,-0.984,-0.419
1.2,1.856,0.026
-0.07,0.255,0.634
-0.07,-0.24,-0.066
-0.07,-0.06,2.431
-0.07,-0.736,0.175
-0.07,-0.362,-0.485
-0.07,-0.944,0.414
-0.07,-0.624,-0.617
-0.07,0.687,0.193
-0.07,0.382,3.887
-0.07,0.11,0.094
-0.07,-0.741,-0.512
-0.07,0.98,-0.241
-0.07,-0.597,0.067
0.247,1.346,-0.544
-0.07,-0.184,-0.305
-0.07,-0.014,0.488
-0.07,-0.77,-0.527
-0.07,2.844,-0.035
-0.07,0.479,0.784
-0.07,-0.294,-0.562
-0.07,-0.733,-0.36
-0.07,-0.645,-0.446
-0.07,0.557,-0.4
-0.07,0.685,0.248
-0.07,-0.366,-0.499
-0.07,-0.14,-0.872
-0.07,-0.362,-0.528
-0.07,0.051,0.399
-0.07,-0.821,-0.484
-0.07,-0.603,-0.489
-0.07,-0.305,0.975
-0.07,-0.246,-0.377
-0.07,-0.781,-0.582
-0.07,1.569,2.245
-0.07,-0.828,-0.422
-0.07,-0.468,-0.157
-0.07,-1.006,-0.486
-0.07,0.036,0.361
-0.07,-0.985,-0.074
-0.07,2.372,-0.262
-0.07,-0.595,-0.299
-0.07,-0.923,-0.477
-0.07,-0.77,-0.217
-0.07,1.551,0.409
-0.07,-1.013,-0.661
-0.07,-0.581,-0.734
-0.07,-0.515,-0.698
-0.07,-0.225,-0.547
-0.07,-0.332,-0.761
-0.07,0.176,1.523
-0.07,-0.815,-0.657
-0.07,0.874,0.689
-0.07,1.39,2.073
-0.07,-0.756,-0.789
-0.07,-0.807,-0.546
-0.07,-0.335,-0.25
-0.07,0.368,-0.403
0.247,-0.515,-0.328
0.247,1.251,1.532
0.247,0.59,-0.589
-0.07,-0.183,-0.328
-0.07,0.046,0.462
-0.07,-0.85,0.261
-0.07,-0.196,-0.085
-0.07,-0.397,-0.246
-0.07,-0.332,-0.507
-0.07,-0.614,0.128
-0.07,-0.72,-0.619
-0.07,-0.379,-0.548
-0.07,-1.001,-0.63
-0.07,-0.623,-0.064
-0.07,-0.494,-0.637
-0.07,-0.876,-0.643
-0.07,0.043,-0.414
-0.07,1.085,2.854
-0.07,-0.864,-0.548
-0.07,-0.111,-0.343
-0.07,2.486,1.948
-0.07,0.216,-0.025
1.518,-0.328,2.605
-0.07,3.177,-0.379
-0.07,-0.198,-0.116
-0.07,-0.196,-0.188
-0.07,-0.611,-0.658
-0.07,-0.646,0.045
-0.07,0.572,4.425
0.247,-0.543,1.149
-0.07,0.173,-0.635
-0.07,-0.7,0.25
-0.07,0.154,0.176
-0.07,-0.353,0.451
-0.07,1.894,2.344
0.565,-1.023,0.738
-0.07,0.365,-0.331
-0.07,-0.756,-0.327
-0.07,2.139,0.817
-0.07,-0.594,-0.323
-0.07,-0.786,-0.251
-0.07,-1.082,-0.485
-0.07,-0.707,0.019
-0.07,0.618,-0.546
-0.07,-0.406,-0.483
-0.07,-0.428,-0.002
0.247,0.05,-0.474
-0.07,0.011,-0.591
-0.07,0.06,-0.326
-0.07,-1.007,-0.778
-0.07,1.883,0.231
-0.07,-0.577,1.543
-0.07,-0.092,0.466
-0.07,-0.298,-0.378
-0.07,-0.119,-0.657
-0.07,-0.955,-0.482
-0.07,-0.18,0.054
-0.07,0.503,0.412
-0.07,-0.915,-1.114
0.247,-0.327,0.092
-0.07,-0.096,-0.789
-0.07,-0.792,-0.326
0.247,0.673,0.291
-0.07,-0.693,-0.622
-0.07,-1.085,0.421
0.883,-0.861,0.296
-0.07,-0.641,-0.516
-0.07,-0.745,-0.546
-0.07,-1.197,-0.046
-0.07,-0.731,-0.352
-0.07,-0.56,0.011
-0.07,0.324,-0.48
0.247,1.918,0.103
-0.07,-0.401,-0.052
-0.07,-0.036,0.603
-0.07,0.748,-0.526
-0.07,-0.096,-0.013
-0.07,-0.184,-0.592
0.247,-0.474,-1.01
-0.07,-0.72,-0.711
-0.07,-0.605,-0.347
-0.07,0.319,0.321
-0.07,-0.642,-0.627
-0.07,-0.817,-0.353
-0.07,-0.782,-0.271
-0.07,-0.214,-0.456
-0.07,0.643,-0.577
-0.07,0.917,4.576
-0.07,2.741,3.082
-0.07,-0.571,-0.44
-0.07,1.123,-0.516
-0.07,2.182,0.679
0.247,1.43,0.272
-0.07,0.29,0.621
-0.07,-0.962,-0.217
-0.07,-0.836,-0.558
-0.07,-0.676,-0.461
-0.07,-0.999,-0.558
-0.07,0.248,-0.634
-0.07,-1.272,-0.838
-0.07,0.63,0.048
-0.07,-0.7,-0.497
-0.07,-0.243,-0.747
-0.07,1.599,-0.623
-0.07,-0.158,-0.319
-0.07,-0.932,-0.824
-0.07,-0.876,-0.586
-0.07,-0.082,0.745
-0.07,-0.744,-0.396
-0.07,-0.921,-0.436
-0.07,-0.002,-0.522
-0.07,1.938,-0.111
-0.07,-0.637,-0.381
-0.07,-0.982,-0.69
-0.07,0.067,-0.657
-0.07,-0.447,-0.275
-0.07,-0.494,-0.302
-0.07,0.599,-0.02
-0.07,-0.591,-0.058
-0.07,0.388,-0.319
-0.07,0.915,1.93
-0.07,-0.909,-0.228
1.2,-0.444,1.126
-0.07,-0.047,0.908
0.247,0.846,0.208
0.247,-0.784,-0.411
-0.07,1.435,-0.533
-0.07,0.028,-0.076
-0.07,-0.881,-0.329
0.247,-0.533,2.101
-0.07,-0.37,0.14
0.565,0.252,3.521
-0.07,2.674,-0.248
-0.07,0.067,0.009
-0.07,-0.666,-0.261
-0.07,0.633,-0.037
-0.07,-0.814,-0.266
-0.07,-0.261,0.045
0.247,-0.074,3.09
-0.07,-0.876,-0.545
-0.07,-1.126,-0.599
-0.07,0.05,-0.043
-0.07,-0.181,-0.622
0.247,-0.212,-0.252
-0.07,-0.646,-0.617
0.247,0.372,0.392
-0.07,-0.432,-0.108
-0.07,0.427,-0.165
0.247,-0.359,-0.604
-0.07,-1.137,-0.343
-0.07,-0.693,-0.109
-0.07,-0.163,-0.183
-0.07,0.931,-0.198
-0.07,0.313,-0.511
0.247,1.495,0.937
-0.07,1.306,1.348
0.247,-0.301,0.55
-0.07,0.031,0.22
-0.07,0.079,-0.731
-0.07,0.476,-0.52
0.247,-0.436,-0.014
0.247,-0.537,1.018
-0.07,-0.057,-0.365
-0.07,1.97,-0.075
0.247,-0.569,0.105
-0.07,-1.392,-0.137
-0.07,0.733,-0.026
-0.07,-0.664,-0.744
-0.07,-0.346,-0.149
-0.07,0.086,0.133
-0.07,0.904,-0.325
-0.07,-0.118,-0.375
-0.07,-0.029,0.515
0.247,0.352,1.412
-0.07,0.357,-0.149
0.247,-0.163,0.144
-0.07,-0.72,-0.717
-0.07,-0.375,-0.493
0.247,-0.137,0.581
-0.07,-0.364,-0.373
-0.07,-0.101,0.264
-0.07,-0.456,0.065
-0.07,-0.892,-0.533
-0.07,-0.654,-0.334
0.247,1.392,0.365
-0.07,0.07,0.826
0.247,1.834,1.684
-0.07,-0.275,-0.245
-0.07,-0.4,-0.283
-0.07,0.156,-0.746
-0.07,-0.844,-0.493
0.247,-0.756,0.628
-0.07,1.505,0.04
-0.07,3.434,-0.667
-0.07,-0.485,-1.053
-0.07,0.169,-0.605
-0.07,-0.377,-0.125
-0.07,1.611,0.192
-0.07,-0.607,0.307
-0.07,-0.425,-0.446
-0.07,0.414,1.272
-0.07,0.985,0.923
-0.07,1.085,1.154
-0.07,-0.192,0.334
-0.07,-0.892,-0.423
-0.07,-0.546,-0.331
-0.07,-0.949,-0.543
-0.07,0.196,-0.546
-0.07,-1.021,-0.795
-0.07,-0.486,0.099
-0.07,-0.585,-0.375
-0.07,-0.203,-0.04
-0.07,-0.012,-0.46
-0.07,-0.957,-0.638
-0.07,0.715,-0.487
-0.07,-0.29,-0.509
-0.07,-0.069,1.545
-0.07,0.126,0.883
-0.07,-0.538,-0.349
-0.07,-0.674,-0.318
-0.07,-0.858,-0.771
-0.07,-0.617,-0.175
-0.07,-0.708,-0.73
-0.07,2.302,0.884
-0.07,0.643,0.578
-0.07,1.008,-0.572
-0.07,1.041,-0.172
-0.07,-0.153,-0.28
-0.07,-0.617,0.109
-0.07,-0.697,-0.552
0.247,-0.442,-0.304
-0.07,-0.92,-0.547
0.883,0.066,1.102
-0.07,-0.675,-0.73
-0.07,0.928,0.05
-0.07,0.049,-0.465
-0.07,1.104,-0.945
-0.07,0.297,0.182
-0.07,0.682,-0.708
-0.07,-0.695,-0.406
-0.07,-0.29,-0.261
-0.07,1.334,-0.433
-0.07,0.248,-0.319
-0.07,-0.234,-0.463
-0.07,2.522,-0.592
-0.07,-0.981,-0.651
-0.07,-0.646,-0.491
-0.07,-0.694,-0.648
-0.07,-0.198,0.174
-0.07,-0.148,-0.193
0.565,2.554,-0.452
-0.07,-1.313,-0.768
-0.07,2.464,1.991
-0.07,-0.352,-0.446
-0.07,-0.432,-0.449
-0.07,-0.647,-0.759
-0.07,0.559,0.238
-0.07,-0.254,-0.341
-0.07,-1.014,-0.586
-0.07,2.413,-0.642
-0.07,-0.253,0.079
-0.07,-0.739,-0.311
1.518,0.047,0.798
-0.07,-0.61,-0.441
-0.07,-0.449,-0.369
0.565,0.771,2.184
-0.07,-0.549,-0.333
-0.07,-1.015,-0.223
-0.07,-0.353,-0.629
-0.07,-0.712,-0.581
-0.07,-0.692,-0.257
-0.07,-0.814,-0.601
-0.07,-0.759,-0.418
-0.07,-1.028,-0.473
-0.07,2.186,-0.676
0.247,-0.858,-0.35
-0.07,-0.853,0.314
-0.07,-0.958,-0.595
4.695,-0.245,4.344
-0.07,-0.743,-0.314
-0.07,-0.579,0.717
-0.07,-0.469,-0.498
-0.07,-0.362,0.673
-0.07,-0.277,-0.431
-0.07,1.933,0.491
-0.07,-0.843,-0.383
-0.07,-0.018,-0.499
-0.07,-0.771,-0.536
-0.07,-1.348,-0.566
-0.07,0.199,0.282
0.565,-0.002,2.194
-0.07,0.064,0.005
-0.07,-0.001,-0.241
-0.07,-0.076,-0.191
-0.07,-0.759,-0.477
-0.07,-0.681,-0.514
0.247,-0.022,1.17
-0.07,-0.357,-0.321
-0.07,-0.899,0.111
-0.07,0.878,-0.553
-0.07,-0.59,-0.738
-0.07,0.914,0.703
-0.07,0.666,0.644
-0.07,-0.692,-0.481
-0.07,0.287,-0.723
-0.07,-0.803,-0.752
-0.07,-0.237,-0.049
-0.07,-0.708,-0.537
-0.07,-0.51,-0.077
0.247,2.444,0.472
0.883,1.697,0.126
-0.07,-0.563,-0.114
-0.07,0.067,-0.496
0.247,-0.677,-0.483
-0.07,-0.18,1.178
-0.07,-0.862,-0.447
-0.07,0.333,0.807
-0.07,1.123,-0.005
0.247,0.177,0.434
-0.07,-0.277,-0.468
0.247,0.065,-0.349
-0.07,2.034,0.707
-0.07,0.231,0.034
-0.07,-0.757,-0.433
-0.07,-1.07,-0.684
-0.07,-0.58,0.599
-0.07,-0.717,-0.273
-0.07,-0.458,-0.3
0.247,0.569,-0.663
-0.07,-0.366,-0.496
-0.07,-1.131,-0.631
0.247,-0.431,-0.384
-0.07,-1.099,-0.655
-0.07,-0.23,-0.25
-0.07,1.603,-0.814
-0.07,-1.024,-0.462
-0.07,-1.001,-0.568
-0.07,0.267,0.784
-0.07,0.91,-0.749
-0.07,-1.149,-0.405
-0.07,-0.017,-0.519
-0.07,0.232,-0.564
0.247,2.151,0.619
-0.07,-0.725,-0.181
-0.07,0.213,-0.702
-0.07,-0.205,-0.494
-0.07,-0.599,-0.604
-0.07,-0.963,-0.431
-0.07,0.01,-0.417
-0.07,-0.885,-0.352
-0.07,-1.06,-0.425
-0.07,0.933,1.116
-0.07,-0.66,0.52
-0.07,1.589,-0.227
-0.07,-0.606,-0.067
-0.07,-0.373,-0.424
-0.07,-0.336,-0.615
-0.07,-0.659,-0.409
-0.07,0.026,0.648
-0.07,-0.475,-0.182
0.247,-0.632,0.296
-0.07,-0.761,-0.765
-0.07,-1.35,-0.497
-0.07,-0.75,-0.512
0.247,-1.024,-0.381
-0.07,0.543,-0.393
-0.07,-0.932,-0.143
-0.07,-0.574,-0.162
0.565,-0.238,-0.481
-0.07,1.014,0.902
-0.07,0.045,0.274
-0.07,-0.148,-0.229
0.565,0.116,1.216
-0.07,-0.813,-0.174
-0.07,-0.205,-0.272
-0.07,-0.601,-0.627
-0.07,-0.78,-0.339
-0.07,-0.762,-0.398
-0.07,-0.595,0.226
-0.07,-0.809,-0.445
-0.07,0.124,1.525
-0.07,-0.856,-0.071
-0.07,4.074,3.16
-0.07,-0.748,-0.441
-0.07,-0.765,-0.245
-0.07,-1.194,-0.707
-0.07,-0.276,-0.116
0.565,2.041,1.754
-0.07,-0.695,-0.124
-0.07,-0.497,1.404
-0.07,-0.034,-0.547
-0.07,-0.556,-0.265
-0.07,-1.203,-0.441
-0.07,-0.598,-0.509
-0.07,0.957,-0.115
0.247,-0.721,-0.13
-0.07,-0.671,-0.941
-0.07,-0.629,-0.83
-0.07,0.073,-0.02
-0.07,1.235,-0.806
-0.07,-0.901,-0.115
-0.07,-0.971,-0.668
-0.07,0.141,-0.772
-0.07,-0.453,0.107
