Helpfulness,Heuristic,Systematic
-0.07,-0.183,-0.535
-0.07,-0.322,1.753
0.247,-0.092,0.503
-0.07,0.647,-0.488
-0.07,-1.045,-0.595
-0.07,-0.535,2.419
0.247,-1.226,-0.502
-0.07,-0.484,-0.737
-0.07,-1.152,-0.491
-0.07,-0.279,1.813
0.247,-0.459,-0.342
-0.07,-0.934,0.276
-0.07,-0.811,-0.331
-0.07,-0.678,0.163
-0.07,-0.717,-0.415
-0.07,-0.022,-0.303
-0.07,-0.004,-0.611
-0.07,-0.809,-0.17
-0.07,-0.803,-0.496
-0.07,-0.41,1.294
-0.07,0.166,0.05
-0.07,0.623,-0.45
-0.07,-0.462,-0.17
-0.07,-1.034,0.611
-0.07,-1.062,-0.317
-0.07,-1.081,-0.485
-0.07,-0.549,-0.119
-0.07,-0.526,-0.005
0.247,-0.997,-0.521
-0.07,2.288,1.994
-0.07,0.704,0.637
-0.07,-0.622,-0.68
-0.07,-0.63,-0.692
-0.07,0.525,-0.393
-0.07,-0.625,-0.049
-0.07,-0.801,-0.505
-0.07,1.43,1.513
0.565,-0.26,0.103
2.789,-0.494,2.297
-0.07,-0.774,-0.384
-0.07,0.92,-0.156
-0.07,-0.213,1.431
-0.07,0.733,-0.152
-0.07,0.231,1.034
-0.07,2.477,-0.198
-0.07,-0.638,0.57
-0.07,-1.019,-0.411
-0.07,-0.492,-0.664
-0.07,-1.159,-0.728
-0.07,-0.949,-0.582
-0.07,0.418,0.547
-0.07,-0.691,-0.623
-0.07,-0.986,-0.894
-0.07,-0.862,-0.405
-0.07,-0.956,-0.581
-0.07,0.43,-0.956
-0.07,1.44,0.914
-0.07,-0.799,-0.506
-0.07,1.114,-0.475
0.565,1.56,-0.186
-0.07,0.364,-0.074
-0.07,-0.623,-0.397
-0.07,-0.322,-0.068
1.2,-0.581,2.233
-0.07,0.007,-1.026
-0.07,0.031,-0.589
0.247,-0.644,0.771
-0.07,1.183,-0.633
-0.07,-0.328,-0.28
0.247,-0.47,1.319
-0.07,-1.029,0.214
-0.07,-0.765,-0.664
-0.07,-0.752,-0.179
-0.07,-0.616,-0.74
-0.07,0.259,0.428
-0.07,-0.523,0.001
-0.07,-1.174,-1.037
-0.07,0.308,-0.649
-0.07,-1.284,-0.679
0.247,0.783,0.94
-0.07,-0.451,-0.599
-0.07,-0.17,-0.608
0.247,-0.22,0.345
-0.07,0.252,1.244
-0.07,-0.975,-0.354
0.565,-0.751,0.769
-0.07,0.2,-0.239
-0.07,-1.144,-0.549
0.247,-1.01,-0.441
-0.07,-0.495,-0.559
-0.07,0.077,0.46
-0.07,-0.33,0.744
-0.07,-0.981,-0.289
-0.07,0.77,-0.27
0.247,-0.233,0.33
-0.07,0.795,1.56
-0.07,0.278,-0.299
0.247,-0.49,-0.305
-0.07,-0.543,-0.414
-0.07,0.473,-0.4
-0.07,0.38,0.964
-0.07,-0.855,-0.368
-0.07,0.961,-0.137
-0.07,0.103,0.021
-0.07,-0.58,-0.151
-0.07,-0.05,-0.57
-0.07,0.155,-0.046
-0.07,-0.5,-0.299
-0.07,-0.613,-0.242
-0.07,0.042,-0.18
-0.07,-1.041,-0.632
-0.07,1.671,-0.371
-0.07,-0.269,0.031
-0.07,0.067,0.412
-0.07,-0.371,-0.609
-0.07,-0.415,-0.957
-0.07,0.881,2.557
-0.07,-0.626,-0.373
-0.07,-0.5,-0.623
-0.07,0.047,-0.556
-0.07,0.313,-0.594
-0.07,0.116,0.825
-0.07,-0.757,-0.619
-0.07,-0.568,-0.306
-0.07,-0.126,-0.083
0.247,-0.243,-0.138
-0.07,-0.112,1.516
0.247,-0.34,-0.374
-0.07,-1.108,-0.506
-0.07,0.751,-0.273
-0.07,0.822,-0.646
-0.07,-0.43,-0.651
-0.07,-0.337,-0.593
-0.07,-0.108,-0.388
-0.07,-0.916,-0.489
-0.07,0.268,-0.401
-0.07,0.778,0.18
2.789,0.975,1.439
-0.07,-0.358,-0.568
-0.07,-0.113,-0.264
-0.07,1.268,-0.594
-0.07,-0.489,-0.503
-0.07,0.299,-0.289
-0.07,1.649,2.156
-0.07,2.178,8.261
-0.07,-0.398,-0.562
-0.07,-0.131,1.446
0.247,-0.44,-0.223
-0.07,-1.155,-0.735
-0.07,0.541,-0.459
-0.07,-0.198,-0.182
-0.07,-0.612,-0.671
-0.07,-0.175,-0.142
0.565,-0.088,0.785
-0.07,-0.093,-0.565
-0.07,-0.191,3.466
-0.07,1.033,-0.425
-0.07,-0.735,0.022
-0.07,-0.009,-0.501
-0.07,-0.789,-0.857
-0.07,-0.563,-0.597
-0.07,-0.406,-0.322
-0.07,-0.648,1.286
-0.07,-0.659,0.999
-0.07,-0.27,-0.496
-0.07,-0.447,-0.796
-0.07,0.418,-0.428
-0.07,-1.183,-0.569
-0.07,-0.021,-0.6
-0.07,-0.214,-0.582
0.247,-0.796,-0.211
0.565,-0.061,0.438
-0.07,0.429,-0.733
-0.07,-0.22,-0.626
-0.07,0.246,-0.08
-0.07,2.183,2.033
-0.07,0.082,0.032
-0.07,-1.063,-0.265
-0.07,-1.059,-0.53
-0.07,1.48,0.089
-0.07,-0.539,-0.337
-0.07,2.648,1.025
-0.07,-0.992,-0.944
-0.07,-0.795,-0.552
-0.07,-0.498,1.072
-0.07,-1.21,-0.52
-0.07,-0.574,-0.452
-0.07,-0.697,-0.47
0.565,0.407,-0.67
-0.07,-0.787,-0.577
-0.07,-0.994,-0.983
-0.07,1.061,-0.507
-0.07,2.284,1.125
-0.07,-0.402,0.113
0.247,1.383,-0.324
-0.07,-0.231,-0.87
-0.07,-0.988,-0.329
-0.07,0.129,-0.037
-0.07,-0.765,-0.58
-0.07,-0.024,1.826
-0.07,-0.353,-0.346
-0.07,0.014,-0.138
0.883,-0.174,0.709
0.565,-0.333,4.75
-0.07,-1.031,0.936
-0.07,-0.939,-0.713
-0.07,0.155,-0.447
-0.07,-0.744,-0.58
-0.07,-0.22,-0.374
-0.07,-0.192,-0.156
-0.07,-0.014,-0.434
-0.07,-0.448,-0.409
-0.07,-0.871,-0.499
-0.07,1.273,0.656
0.883,-0.121,0.868
-0.07,0.343,-0.258
-0.07,-0.77,-0.528
-0.07,-0.823,-0.302
-0.07,-0.225,-0.371
-0.07,-0.983,-0.735
0.247,-0.012,0.625
-0.07,-0.13,-0.597
0.247,-0.938,0.085
-0.07,-0.513,-0.747
-0.07,-0.223,-0.201
-0.07,0.709,1.158
-0.07,1.072,-0.732
0.247,-0.373,0.076
-0.07,-0.448,-0.786
-0.07,-1.125,-0.56
0.565,0.369,0.276
-0.07,-0.698,0.321
-0.07,0.183,0.058
-0.07,0.675,-0.137
-0.07,-0.164,-0.045
-0.07,0.026,-0.434
-0.07,-0.298,-0.323
-0.07,-1.076,-0.588
-0.07,-1.402,-0.33
-0.07,-0.546,-0.359
-0.07,-0.134,-0.538
-0.07,-0.625,-0.466
-0.07,-0.495,-0.033
-0.07,-0.05,-0.567
-0.07,-0.502,-0.606
-0.07,-0.754,-0.608
-0.07,0.195,0.156
-0.07,0.431,-0.674
-0.07,-0.274,-0.179
-0.07,-0.252,-0.391
-0.07,0.583,-0.602
-0.07,0.324,0.233
0.247,-0.192,1.034
1.518,1.044,2.893
-0.07,-0.345,-0.67
-0.07,-0.385,-0.337
-0.07,-0.823,0.454
-0.07,-0.039,-0.842
-0.07,-1.023,-0.597
-0.07,-0.966,-1.064
0.247,-0.177,-0.696
-0.07,-0.195,0.191
-0.07,0.359,-0.604
-0.07,-1.032,-0.459
2.153,1.073,2.465
-0.07,-0.268,-0.116
0.247,-0.267,0.177
-0.07,-0.608,-0.476
0.247,-1.17,-0.795
-0.07,-1.035,-0.32
-0.07,0.175,-0.448
-0.07,-1.192,0.656
-0.07,-0.809,1.103
-0.07,-0.427,-0.376
0.247,-0.731,0.342
-0.07,-0.016,-0.326
-0.07,-0.627,-0.139
0.247,0.629,-0.661
-0.07,-0.927,-0.398
-0.07,-0.931,0.118
-0.07,1.182,-0.625
-0.07,-0.857,0.137
0.247,-0.769,-0.587
-0.07,-0.558,-0.191
-0.07,-0.909,-0.484
-0.07,2.175,0.446
-0.07,-0.01,0.739
0.247,0.612,0.577
-0.07,-0.398,0.146
-0.07,0.171,-0.065
-0.07,0.061,-0.434
-0.07,0.774,2.11
-0.07,-0.53,-0.415
-0.07,-0.504,-0.574
-0.07,-0.292,-0.409
-0.07,-0.582,-0.295
0.883,-0.781,0.17
-0.07,-0.081,-0.314
0.247,0.341,-0.41
2.153,0.615,1.882
-0.07,-0.989,-0.651
-0.07,-1.09,-0.774
-0.07,1.686,0.629
0.247,-0.749,0.221
-0.07,0.041,0.343
-0.07,-0.261,-0.48
-0.07,-0.861,-0.616
-0.07,-1.14,-0.299
-0.07,-0.355,0.025
-0.07,-0.088,0.113
-0.07,-0.191,-0.392
-0.07,1.029,2.071
-0.07,-1.387,-0.527
0.247,-0.104,-0.015
-0.07,0.408,0.172
-0.07,0.168,-0.591
0.247,-0.332,1.463
-0.07,0.656,0.679
-0.07,-0.481,-0.371
0.565,-0.375,0.555
-0.07,1.933,-0.409
-0.07,-0.424,-0.048
-0.07,-0.947,-0.626
-0.07,-0.181,-0.148
-0.07,1.068,-0.629
-0.07,-0.447,-0.622
-0.07,0.197,-0.922
-0.07,-0.468,-0.173
0.247,0.654,-0.652
-0.07,1.396,0.158
-0.07,-1.157,-0.387
-0.07,-0.575,0.178
-0.07,0.712,-0.415
-0.07,1.309,0.047
-0.07,-0.466,-0.723
-0.07,-1.176,-1.056
-0.07,-0.328,0.977
-0.07,-0.538,-0.087
0.247,0.328,1.23
-0.07,1.928,-0.46
-0.07,-0.607,-1.037
-0.07,-0.923,-0.706
-0.07,0.095,0.391
0.247,0.529,-0.339
-0.07,-0.915,-0.668
-0.07,-0.604,-0.532
-0.07,1.67,0.536
-0.07,-0.562,0.317
-0.07,0.759,0.251
0.247,-0.394,-0.165
-0.07,-0.301,-0.515
-0.07,-1.084,-0.776
-0.07,-0.429,-0.374
-0.07,0.057,1.138
-0.07,0.509,-0.29
-0.07,-0.903,-0.771
-0.07,-1.011,-0.761
-0.07,0.472,-0.108
0.247,-0.775,3.043
0.247,3.442,-0.699
-0.07,-0.716,-0.101
-0.07,-0.328,-0.693
-0.07,-0.359,-0.43
-0.07,-0.909,-0.183
-0.07,-0.5,-0.465
-0.07,-0.854,0.081
-0.07,-0.307,1.691
-0.07,0.921,-0.497
-0.07,-0.803,-0.31
-0.07,0.432,-0.187
0.247,-0.69,-0.28
-0.07,-0.412,-0.225
-0.07,-0.873,0.241
-0.07,-0.966,-0.083
0.247,-0.294,-0.442
-0.07,-0.71,-0.495
-0.07,-0.363,-0.111
0.247,-0.192,0.081
-0.07,-0.622,-0.706
-0.07,-0.435,-0.579
-0.07,0.625,1.49
-0.07,0.362,-0.26
-0.07,-0.799,-0.439
-0.07,-0.338,0.237
-0.07,-1.145,-0.383
-0.07,0.519,0.373
-0.07,-0.159,-0.431
-0.07,-0.214,-0.244
-0.07,-0.914,-0.381
-0.07,-0.407,0.372
-0.07,0.223,-0.355
-0.07,0.859,1.157
-0.07,-0.758,0.269
0.247,2.338,2.364
-0.07,-0.25,-0.394
-0.07,-1.252,-0.417
0.247,-0.825,-0.726
-0.07,0.567,-0.345
-0.07,-0.725,1.246
-0.07,-0.193,-0.6
-0.07,1.285,-0.248
-0.07,-1.23,-0.47
-0.07,1.113,0.112
-0.07,-1.045,-0.423
0.247,1.427,-0.463
-0.07,-0.238,-0.289
-0.07,1.136,-0.595
-0.07,-0.28,0.077
-0.07,0.012,0.626
-0.07,1.994,0.976
0.247,-0.059,0.824
-0.07,-0.725,-0.683
-0.07,-0.035,0.555
2.471,0.065,12.357
-0.07,-0.78,-0.324
-0.07,-0.875,-0.368
-0.07,0.318,-0.014
-0.07,-0.345,0.939
-0.07,-0.364,-0.498
-0.07,1.623,-0.576
0.247,0.032,0.567
0.247,-0.526,-0.57
-0.07,-0.441,0.489
-0.07,-0.781,-0.631
-0.07,3.655,0.111
0.247,-0.117,0.223
-0.07,-1.164,0.193
-0.07,-0.875,-0.421
0.247,0.972,0.332
-0.07,0.038,0.64
-0.07,-0.63,-0.591
0.247,-0.364,-0.307
-0.07,0.751,4.42
-0.07,-1.086,-0.584
0.247,-0.341,0.231
-0.07,-0.875,-0.819
-0.07,-0.77,-0.207
0.565,-0.41,1.363
0.247,-0.095,-1.03
-0.07,-0.301,0.73
-0.07,-0.34,-0.312
-0.07,-0.529,-0.465
-0.07,-0.982,-0.044
-0.07,-0.59,-0.537
-0.07,1.978,0.837
-0.07,-0.452,-0.641
-0.07,-0.984,-0.413
1.2,1.856,0.029
-0.07,0.255,0.588
-0.07,-0.24,-0.023
-0.07,-0.06,2.398
-0.07,-0.736,0.147
-0.07,-0.362,-0.522
-0.07,-0.944,0.368
-0.07,-0.624,-0.676
-0.07,0.687,0.237
-0.07,0.382,3.855
-0.07,0.11,0.234
-0.07,-0.741,-0.616
-0.07,0.98,-0.335
-0.07,-0.597,0.006
0.247,1.346,-0.557
-0.07,-0.184,-0.5
-0.07,-0.014,0.478
-0.07,-0.77,-0.511
-0.07,2.844,-0.125
-0.07,0.479,0.786
-0.07,-0.294,-0.548
-0.07,-0.733,-0.271
-0.07,-0.645,-0.48
-0.07,0.557,-0.344
-0.07,0.685,0.301
-0.07,-0.366,-0.489
-0.07,-0.14,-0.501
-0.07,-0.362,-0.425
-0.07,0.051,0.357
-0.07,-0.821,-0.613
-0.07,-0.603,-0.556
-0.07,-0.305,0.93
-0.07,-0.246,-0.422
-0.07,-0.781,-0.455
-0.07,1.569,2.202
-0.07,-0.828,-0.567
-0.07,-0.468,-0.289
-0.07,-1.006,-0.572
-0.07,0.036,0.32
-0.07,-0.985,-0.135
-0.07,2.372,-0.256
-0.07,-0.595,-0.306
-0.07,-0.923,-0.356
-0.07,-0.77,-0.384
-0.07,1.551,0.415
-0.07,-1.013,-0.711
-0.07,-0.581,-0.407
-0.07,-0.515,-0.486
-0.07,-0.225,-0.541
-0.07,-0.332,-0.553
-0.07,0.176,1.5
-0.07,-0.815,-0.657
-0.07,0.874,0.577
-0.07,1.39,2.018
-0.07,-0.756,-0.818
-0.07,-0.807,-0.598
-0.07,-0.335,-0.179
-0.07,0.368,-0.496
0.247,-0.515,-0.348
0.247,1.251,1.501
0.247,0.59,-0.571
-0.07,-0.183,-0.431
-0.07,0.046,0.445
-0.07,-0.85,0.165
-0.07,-0.196,0.078
-0.07,-0.397,-0.291
-0.07,-0.332,-0.47
-0.07,-0.614,0.233
-0.07,-0.72,-0.599
-0.07,-0.379,-0.566
-0.07,-1.001,-0.55
-0.07,-0.623,-0.175
-0.07,-0.494,-0.643
-0.07,-0.876,-0.559
-0.07,0.043,-0.441
-0.07,1.085,2.784
-0.07,-0.864,-0.599
-0.07,-0.111,-0.361
-0.07,2.486,1.997
-0.07,0.216,-0.028
1.518,-0.328,2.558
-0.07,3.177,-0.483
-0.07,-0.198,-0.163
-0.07,-0.196,-0.177
-0.07,-0.611,-0.683
-0.07,-0.646,-0.12
-0.07,0.572,4.404
0.247,-0.543,1.116
-0.07,0.173,-0.552
-0.07,-0.7,0.259
-0.07,0.154,0.142
-0.07,-0.353,0.432
-0.07,1.894,2.272
0.565,-1.023,0.746
-0.07,0.365,-0.19
-0.07,-0.756,-0.429
-0.07,2.139,0.702
-0.07,-0.594,-0.385
-0.07,-0.786,-0.372
-0.07,-1.082,-0.471
-0.07,-0.707,-0.007
-0.07,0.618,-0.454
-0.07,-0.406,-0.592
-0.07,-0.428,-0.154
0.247,0.05,-0.519
-0.07,0.011,-0.452
-0.07,0.06,-0.492
-0.07,-1.007,-0.725
-0.07,1.883,0.123
-0.07,-0.577,1.504
-0.07,-0.092,0.413
-0.07,-0.298,-0.306
-0.07,-0.119,-0.403
-0.07,-0.955,-0.611
-0.07,-0.18,0.054
-0.07,0.503,0.428
-0.07,-0.915,-1.084
0.247,-0.327,-0.047
-0.07,-0.096,-0.835
-0.07,-0.792,-0.442
0.247,0.673,0.291
-0.07,-0.693,-0.779
-0.07,-1.085,0.448
0.883,-0.861,0.191
-0.07,-0.641,-0.597
-0.07,-0.745,-0.635
-0.07,-1.197,-0.229
-0.07,-0.731,-0.424
-0.07,-0.56,-0.035
-0.07,0.324,-0.576
0.247,1.918,0.095
-0.07,-0.401,-0.041
-0.07,-0.036,0.572
-0.07,0.748,-0.536
-0.07,-0.096,0.06
-0.07,-0.184,-0.492
0.247,-0.474,-1.035
-0.07,-0.72,-0.758
-0.07,-0.605,-0.361
-0.07,0.319,0.242
-0.07,-0.642,-0.642
-0.07,-0.817,-0.306
-0.07,-0.782,-0.358
-0.07,-0.214,-0.388
-0.07,0.643,-0.49
-0.07,0.917,4.595
-0.07,2.741,3.099
-0.07,-0.571,-0.485
-0.07,1.123,-0.372
-0.07,2.182,0.644
0.247,1.43,0.175
-0.07,0.29,0.571
-0.07,-0.962,-0.233
-0.07,-0.836,-0.605
-0.07,-0.676,-0.526
-0.07,-0.999,-0.591
-0.07,0.248,-0.406
-0.07,-1.272,-0.413
-0.07,0.63,-0.073
-0.07,-0.7,-0.402
-0.07,-0.243,-0.806
-0.07,1.599,-0.423
-0.07,-0.158,-0.445
-0.07,-0.932,-0.895
-0.07,-0.876,-0.699
-0.07,-0.082,0.662
-0.07,-0.744,-0.399
-0.07,-0.921,-0.552
-0.07,-0.002,-0.609
-0.07,1.938,-0.062
-0.07,-0.637,-0.519
-0.07,-0.982,-0.556
-0.07,0.067,-0.82
-0.07,-0.447,-0.248
-0.07,-0.494,-0.355
-0.07,0.599,-0.102
-0.07,-0.591,-0.065
-0.07,0.388,-0.071
-0.07,0.915,1.854
-0.07,-0.909,-0.25
1.2,-0.444,1.047
-0.07,-0.047,0.863
0.247,0.846,0.177
0.247,-0.784,-0.516
-0.07,1.435,-0.588
-0.07,0.028,-0.176
-0.07,-0.881,-0.3
0.247,-0.533,2.008
-0.07,-0.37,0.186
0.565,0.252,3.48
-0.07,2.674,-0.252
-0.07,0.067,-0.018
-0.07,-0.666,-0.331
-0.07,0.633,-0.086
-0.07,-0.814,-0.18
-0.07,-0.261,0.044
0.247,-0.074,3.058
-0.07,-0.876,-0.603
-0.07,-1.126,-0.437
-0.07,0.05,-0.126
-0.07,-0.181,-0.364
0.247,-0.212,-0.212
-0.07,-0.646,-0.557
0.247,0.372,0.333
-0.07,-0.432,-0.123
-0.07,0.427,-0.125
0.247,-0.359,-0.683
-0.07,-1.137,-0.484
-0.07,-0.693,-0.194
-0.07,-0.163,-0.312
-0.07,0.931,-0.095
-0.07,0.313,-0.368
0.247,1.495,0.89
-0.07,1.306,1.306
0.247,-0.301,0.476
-0.07,0.031,0.175
-0.07,0.079,-0.799
-0.07,0.476,-0.606
0.247,-0.436,0.043
0.247,-0.537,0.929
-0.07,-0.057,-0.501
-0.07,1.97,-0.099
0.247,-0.569,0.063
-0.07,-1.392,-0.092
-0.07,0.733,-0.127
-0.07,-0.664,-0.781
-0.07,-0.346,-0.128
-0.07,0.086,0.053
-0.07,0.904,-0.378
-0.07,-0.118,-0.27
-0.07,-0.029,0.513
0.247,0.352,1.413
-0.07,0.357,-0.027
0.247,-0.163,0
-0.07,-0.72,-0.798
-0.07,-0.375,-0.65
0.247,-0.137,0.494
-0.07,-0.364,-0.354
-0.07,-0.101,0.215
-0.07,-0.456,-0.02
-0.07,-0.892,-0.438
-0.07,-0.654,-0.492
0.247,1.392,0.294
-0.07,0.07,0.73
0.247,1.834,1.716
-0.07,-0.275,-0.312
-0.07,-0.4,-0.372
-0.07,0.156,-0.538
-0.07,-0.844,-0.457
0.247,-0.756,0.57
-0.07,1.505,-0.064
-0.07,3.434,-0.768
-0.07,-0.485,-1.086
-0.07,0.169,-0.6
-0.07,-0.377,-0.24
-0.07,1.611,0.216
-0.07,-0.607,0.262
-0.07,-0.425,-0.475
-0.07,0.414,1.143
-0.07,0.985,0.897
-0.07,1.085,1.12
-0.07,-0.192,0.24
-0.07,-0.892,-0.432
-0.07,-0.546,-0.342
-0.07,-0.949,-0.545
-0.07,0.196,-0.634
-0.07,-1.021,-0.76
-0.07,-0.486,0.056
-0.07,-0.585,-0.48
-0.07,-0.203,-0.094
-0.07,-0.012,-0.671
-0.07,-0.957,-0.595
-0.07,0.715,-0.438
-0.07,-0.29,-0.47
-0.07,-0.069,1.529
-0.07,0.126,0.789
-0.07,-0.538,-0.447
-0.07,-0.674,-0.309
-0.07,-0.858,-0.592
-0.07,-0.617,-0.328
-0.07,-0.708,-0.524
-0.07,2.302,0.89
-0.07,0.643,0.544
-0.07,1.008,-0.589
-0.07,1.041,-0.199
-0.07,-0.153,-0.269
-0.07,-0.617,0.114
-0.07,-0.697,-0.742
0.247,-0.442,-0.287
-0.07,-0.92,-0.598
0.883,0.066,1.033
-0.07,-0.675,-0.791
-0.07,0.928,0.005
-0.07,0.049,-0.407
-0.07,1.104,-1.058
-0.07,0.297,0.136
-0.07,0.682,-0.736
-0.07,-0.695,-0.569
-0.07,-0.29,-0.376
-0.07,1.334,-0.537
-0.07,0.248,-0.287
-0.07,-0.234,-0.457
-0.07,2.522,-0.427
-0.07,-0.981,-0.698
-0.07,-0.646,-0.673
-0.07,-0.694,-0.609
-0.07,-0.198,0.111
-0.07,-0.148,-0.14
0.565,2.554,-0.603
-0.07,-1.313,-0.773
-0.07,2.464,1.988
-0.07,-0.352,-0.562
-0.07,-0.432,-0.411
-0.07,-0.647,-0.748
-0.07,0.559,0.251
-0.07,-0.254,-0.338
-0.07,-1.014,-0.485
-0.07,2.413,-0.66
-0.07,-0.253,0.005
-0.07,-0.739,-0.445
1.518,0.047,0.736
-0.07,-0.61,-0.413
-0.07,-0.449,-0.49
0.565,0.771,2.184
-0.07,-0.549,-0.421
-0.07,-1.015,-0.286
-0.07,-0.353,-0.653
-0.07,-0.712,-0.514
-0.07,-0.692,-0.337
-0.07,-0.814,-0.587
-0.07,-0.759,-0.323
-0.07,-1.028,-0.529
-0.07,2.186,-0.669
0.247,-0.858,-0.417
-0.07,-0.853,0.371
-0.07,-0.958,-0.667
4.695,-0.245,4.324
-0.07,-0.743,-0.536
-0.07,-0.579,0.717
-0.07,-0.469,-0.568
-0.07,-0.362,0.633
-0.07,-0.277,-0.542
-0.07,1.933,0.564
-0.07,-0.843,-0.483
-0.07,-0.018,-0.545
-0.07,-0.771,-0.609
-0.07,-1.348,-0.697
-0.07,0.199,0.236
0.565,-0.002,2.155
-0.07,0.064,-0.158
-0.07,-0.001,-0.363
-0.07,-0.076,-0.265
-0.07,-0.759,-0.561
-0.07,-0.681,-0.475
0.247,-0.022,1.201
-0.07,-0.357,-0.419
-0.07,-0.899,0.043
-0.07,0.878,-0.608
-0.07,-0.59,-0.784
-0.07,0.914,0.7
-0.07,0.666,0.545
-0.07,-0.692,-0.422
-0.07,0.287,-0.644
-0.07,-0.803,-0.678
-0.07,-0.237,-0.028
-0.07,-0.708,-0.387
-0.07,-0.51,-0.139
0.247,2.444,0.396
0.883,1.697,0.235
-0.07,-0.563,-0.144
-0.07,0.067,-0.643
0.247,-0.677,-0.529
-0.07,-0.18,1.138
-0.07,-0.862,-0.573
-0.07,0.333,0.799
-0.07,1.123,-0.025
0.247,0.177,0.44
-0.07,-0.277,-0.513
0.247,0.065,-0.531
-0.07,2.034,0.659
-0.07,0.231,0.087
-0.07,-0.757,-0.471
-0.07,-1.07,-0.727
-0.07,-0.58,0.592
-0.07,-0.717,-0.274
-0.07,-0.458,-0.278
0.247,0.569,-0.744
-0.07,-0.366,-0.448
-0.07,-1.131,-0.715
0.247,-0.431,-0.208
-0.07,-1.099,-0.71
-0.07,-0.23,-0.273
-0.07,1.603,-0.774
-0.07,-1.024,-0.562
-0.07,-1.001,-0.53
-0.07,0.267,0.795
-0.07,0.91,-0.627
-0.07,-1.149,-0.548
-0.07,-0.017,-0.516
-0.07,0.232,-0.646
0.247,2.151,0.525
-0.07,-0.725,-0.352
-0.07,0.213,-0.758
-0.07,-0.205,-0.317
-0.07,-0.599,-0.608
-0.07,-0.963,-0.613
-0.07,0.01,-0.572
-0.07,-0.885,-0.494
-0.07,-1.06,-0.565
-0.07,0.933,1.097
-0.07,-0.66,0.439
-0.07,1.589,-0.289
-0.07,-0.606,-0.184
-0.07,-0.373,-0.472
-0.07,-0.336,-0.411
-0.07,-0.659,-0.529
-0.07,0.026,0.562
-0.07,-0.475,-0.263
0.247,-0.632,0.274
-0.07,-0.761,-0.853
-0.07,-1.35,-0.666
-0.07,-0.75,-0.613
0.247,-1.024,-0.468
-0.07,0.543,-0.473
-0.07,-0.932,-0.247
-0.07,-0.574,-0.253
0.565,-0.238,-0.425
-0.07,1.014,0.849
-0.07,0.045,0.204
-0.07,-0.148,-0.2
0.565,0.116,1.283
-0.07,-0.813,-0.229
-0.07,-0.205,-0.438
-0.07,-0.601,-0.512
-0.07,-0.78,-0.339
-0.07,-0.762,-0.452
-0.07,-0.595,0.155
-0.07,-0.809,-0.495
-0.07,0.124,1.473
-0.07,-0.856,0.07
-0.07,4.074,3.092
-0.07,-0.748,-0.451
-0.07,-0.765,-0.328
-0.07,-1.194,-0.66
-0.07,-0.276,-0.16
0.565,2.041,1.727
-0.07,-0.695,-0.172
-0.07,-0.497,1.357
-0.07,-0.034,-0.577
-0.07,-0.556,-0.388
-0.07,-1.203,-0.629
-0.07,-0.598,-0.609
-0.07,0.957,0.076
0.247,-0.721,-0.228
-0.07,-0.671,-0.95
-0.07,-0.629,-0.573
-0.07,0.073,-0.046
-0.07,1.235,-0.784
-0.07,-0.901,-0.179
-0.07,-0.971,-0.676
-0.07,0.141,-0.751
-0.07,-0.453,0.143
