Helpfulness,Heuristic,Systematic
-0.286,-0.448,-0.376
-0.286,-0.018,0.394
-0.286,-0.447,-0.356
-0.286,-0.192,-0.442
-0.286,-0.113,-0.694
-0.286,-1.514,-0.601
-0.286,-0.272,-0.319
-0.286,-0.487,-0.508
-0.286,0.063,1.203
-0.286,-0.295,-0.701
-0.286,-0.096,0.777
-0.286,-0.406,0.436
-0.286,-0.335,-0.146
-0.286,-0.343,-0.711
-0.286,-1.513,-0.523
-0.286,-1.41,-0.783
-0.286,-0.175,0.437
-0.286,-1.075,1.358
-0.286,-0.485,-0.108
-0.286,-1.305,-0.742
2.365,-1.417,4.482
-0.286,-1.225,-0.623
-0.286,-1.122,-0.248
-0.286,-0.485,-0.703
-0.286,-0.222,-0.143
-0.286,-0.246,1.351
-0.286,-1.393,-0.419
-0.286,-1.472,-0.497
-0.286,-1.512,-0.863
-0.286,-0.485,-0.243
-0.286,-0.246,-0.554
-0.286,-0.174,0.187
-0.286,-0.444,-0.669
-0.286,-0.444,-0.682
-0.286,-0.182,-0.013
-0.286,-1.28,-0.795
-0.286,-1.272,-0.619
-0.286,-0.484,-0.567
-0.286,-1.511,0.047
-0.286,-1.113,1.006
-0.286,0.153,-0.245
-0.286,-1.511,2.231
-0.286,0.225,3.528
-0.286,-0.388,-0.848
-0.286,-0.483,1.483
-0.286,-0.403,-0.424
-0.286,-0.483,-0.564
-0.286,-1.51,0.095
-0.286,-0.961,2.649
-0.286,-0.324,-0.438
-0.286,-1.47,-0.269
-0.286,-1.509,-0.047
-0.286,-1.342,0.194
-0.286,-0.347,-0.204
-0.286,-0.052,-0.485
-0.286,-1.302,-0.612
-0.286,-0.227,-0.289
-0.286,-1.509,-0.593
-0.286,-0.394,-0.768
-0.286,-0.441,0.642
2.365,-0.37,-0.323
-0.286,0.244,2.616
-0.286,-0.289,0.06
-0.286,-0.441,-0.709
-0.286,-0.425,-0.833
-0.286,-0.958,1.939
-0.286,-1.261,-0.322
-0.286,-1.444,-0.612
-0.286,-0.185,0.191
-0.286,-0.4,-0.167
-0.286,-1.3,0.707
-0.286,0.436,-0.265
-0.286,-0.48,0.876
-0.286,-0.368,1.069
-0.286,-0.209,-0.282
-0.286,0.269,-0.213
-0.286,-0.193,1.358
-0.286,-1.483,-0.838
-0.286,0.11,0.145
-0.286,-0.407,-0.876
-0.286,-0.065,-0.54
-0.286,-0.399,0.992
-0.286,-0.335,-0.912
-0.286,-1.251,-0.737
-0.286,-0.439,0.746
-0.286,-0.296,-0.152
-0.286,0.095,-0.395
-0.286,-0.479,-0.427
-0.286,-1.211,-0.011
-0.286,-0.478,-0.352
-0.286,-1.426,3.37
-0.286,-0.438,-0.669
-0.286,-1.505,-0.317
-0.286,0.286,2.817
-0.286,-0.279,-0.346
-0.286,-0.438,0.727
-0.286,0.04,-0.148
-0.286,-0.406,-0.653
-0.286,0.024,0.694
-0.286,0.399,-0.603
-0.286,0.12,-0.069
-0.286,-1.257,0.102
-0.286,-0.11,0.694
-0.286,-0.907,-0.766
5.016,-1.217,2.964
-0.286,-0.436,-0.641
-0.286,0.01,-0.433
-0.286,-0.213,-0.757
-0.286,-0.094,-0.207
-0.286,-1.503,-0.404
-0.286,-0.309,-0.449
-0.286,-1.2,0.291
-0.286,-0.268,-0.789
-0.286,-0.173,-0.17
-0.286,-0.475,0.036
-0.286,-1.502,1.725
-0.286,-0.3,-0.471
-0.286,-0.435,-0.421
-0.286,-0.435,-0.565
-0.286,-0.021,-0.28
-0.286,-0.674,-0.777
-0.286,-0.817,-0.347
-0.286,-1.135,0.105
-0.286,-0.203,-0.18
-0.286,-1.191,-0.724
-0.286,-0.434,-0.626
-0.286,-0.251,-0.395
-0.286,-1.501,-0.12
-0.286,-1.501,-0.574
-0.286,0.282,0.975
-0.286,-1.262,-0.307
-0.286,-0.275,-0.76
-0.286,0.163,-0.793
-0.286,-0.314,-0.42
-0.286,-1.461,-0.672
-0.286,-0.434,-0.823
-0.286,-0.433,-0.804
-0.286,-1.5,-0.637
-0.286,0.037,-0.207
-0.286,-0.473,-0.835
-0.286,-1.101,-0.543
-0.286,-0.05,-0.212
-0.286,-0.432,-0.434
-0.286,-0.249,-0.419
-0.286,-0.432,0.338
-0.286,0.221,-0.299
-0.286,-0.432,-0.365
-0.286,-0.193,1.748
-0.286,-0.209,-0.624
-0.286,-0.264,-0.288
-0.286,-0.432,-0.74
-0.286,-0.431,-0.719
-0.286,-0.161,-0.682
-0.286,-0.113,0.715
-0.286,-0.431,-0.24
-0.286,-0.391,3.285
-0.286,-0.049,-0.65
-0.286,-0.176,-0.538
-0.286,-0.351,0.6
-0.286,-1.41,0.441
-0.286,-0.232,0.544
-0.286,-0.471,0.033
-0.286,-1.203,1.253
-0.286,-0.431,0.332
-0.286,-0.47,0.037
-0.286,-0.16,-0.177
-0.286,-0.12,2.532
-0.286,-1.163,-0.517
-0.286,-1.497,0.852
-0.286,-0.382,0.04
-0.286,-0.151,-0.452
-0.286,0.199,-0.453
-0.286,-0.024,-0.065
-0.286,-0.47,-0.364
-0.286,-0.47,0.45
-0.286,-0.016,-0.627
-0.286,-0.255,-0.064
-0.286,-0.43,-0.385
2.365,0.175,0.605
-0.286,-0.47,-0.268
-0.286,-0.127,-0.322
-0.286,-0.429,-0.659
-0.286,-1.242,-0.86
-0.286,-1.496,-0.565
-0.286,-1.281,0.796
-0.286,-1.425,0.086
-0.286,-1.496,1.91
-0.286,-0.278,-0.264
-0.286,-0.469,-0.875
-0.286,-0.429,-0.904
-0.286,-0.031,1.105
2.365,-0.262,4.543
-0.286,-0.373,1.674
-0.286,-0.118,-0.467
2.365,-0.222,-0.29
-0.286,-1.496,-0.254
-0.286,-0.469,-0.573
-0.286,-0.429,0.613
-0.286,0.144,-0.552
-0.286,-0.429,-0.852
-0.286,-1.098,0.49
-0.286,-0.755,1.154
-0.286,-0.428,-0.654
-0.286,0.089,-0.7
-0.286,-0.309,-0.769
-0.286,-1.463,-0.63
-0.286,-0.428,-0.416
-0.286,-0.874,0.796
-0.286,-1.495,1.142
-0.286,-0.468,-0.093
-0.286,-0.189,1.274
-0.286,-0.157,0.291
-0.286,-0.468,-0.484
-0.286,-0.468,-0.599
-0.286,-0.427,0.693
-0.286,-1.367,0.445
-0.286,0.186,0.009
-0.286,-0.467,-0.205
-0.286,-0.26,-0.367
-0.286,-0.109,-0.431
-0.286,-0.228,3.008
-0.286,-1.263,0.553
-0.286,-0.746,-0.56
-0.286,-0.196,0.568
-0.286,-0.204,-0.613
-0.286,-1.494,-0.114
-0.286,-0.96,-0.113
-0.286,-1.43,1.413
-0.286,-0.426,-0.729
-0.286,0.123,0.438
-0.286,-0.107,-0.147
-0.286,0.092,2.036
-0.286,-0.426,-0.211
-0.286,-1.493,-0.164
-0.286,-0.426,-0.694
-0.286,-1.493,0.747
-0.286,-1.373,-0.931
-0.286,-0.314,-0.638
-0.286,-1.492,1.009
-0.286,-1.23,-0.761
-0.286,0.14,-0.675
-0.286,-0.075,0.036
2.365,-0.027,1.307
-0.286,-1.421,-0.367
-0.286,-0.179,3.398
-0.286,-0.155,-0.182
2.365,-0.354,0.744
-0.286,-1.341,-0.572
-0.286,-0.107,0.298
-0.286,-0.808,0.034
-0.286,-0.425,-0.823
-0.286,-1.492,-0.068
-0.286,-1.333,-0.095
2.365,-1.182,-0.319
-0.286,-0.353,-0.441
-0.286,-0.011,0.07
-0.286,0.077,0.214
-0.286,0.268,0.737
-0.286,-0.425,-0.408
-0.286,-0.098,-0.063
-0.286,-0.058,-0.67
7.667,-0.982,0.58
2.365,-0.114,0.968
2.365,-1.237,-0.671
2.365,-1.491,-0.532
7.667,-1.491,2.29
7.667,-1.228,0.351
-0.286,-0.121,-0.468
2.365,-0.193,1.304
-0.286,0.078,3.289
5.016,-1.491,1.705
-0.286,0.221,0.868
2.365,-0.265,-0.217
-0.286,-0.463,-0.607
2.365,-0.424,-0.545
-0.286,-0.233,-0.405
-0.286,-0.018,0.431
5.016,-0.026,0.05
2.365,-0.424,-0.726
2.365,-1.387,-0.789
2.365,0.086,2.882
2.365,-0.463,-0.688
-0.286,-0.208,0.239
2.365,-1.49,-0.62
2.365,-1.49,-0.792
-0.286,-0.073,-0.092
-0.286,-0.463,0.039
-0.286,-1.219,-0.932
-0.286,0.142,1.059
-0.286,0.174,0.084
-0.286,-0.462,1.412
-0.286,-0.407,-0.895
-0.286,-0.072,0.337
-0.286,-0.303,-0.874
-0.286,-0.422,-0.468
-0.286,-0.327,-0.415
-0.286,-1.489,0.401
-0.286,-0.422,-0.728
-0.286,-0.422,0.387
-0.286,-1.489,-0.66
-0.286,0.072,-0.461
2.365,-1.226,0.209
-0.286,-1.21,-0.091
-0.286,-1.242,0.089
-0.286,-0.063,1.001
-0.286,-0.422,0.922
-0.286,-1.425,-0.522
-0.286,-0.461,0.349
-0.286,-1.385,-0.391
-0.286,-1.154,0.691
-0.286,-0.286,-0.22
-0.286,-1.488,-0.553
-0.286,-0.421,-0.783
2.365,-0.214,0.311
-0.286,-0.429,-0.721
-0.286,-1.488,-0.922
-0.286,-1.209,-0.823
-0.286,-0.405,-0.54
-0.286,-0.229,-0.627
-0.286,-0.341,-0.131
2.365,-0.365,-0.473
-0.286,-0.253,-0.722
-0.286,-0.42,1.449
-0.286,-0.356,-0.546
-0.286,-1.487,-0.629
-0.286,-0.205,1.986
-0.286,-1.073,-0.824
-0.286,-0.42,-0.729
-0.286,-0.42,-0.645
-0.286,-1.487,-0.776
2.365,0.456,-0.256
-0.286,-0.348,-0.909
-0.286,-0.419,-0.666
-0.286,-1.486,-0.142
-0.286,-1.486,-0.762
-0.286,0.051,-0.201
-0.286,-1.398,0.493
-0.286,-0.26,-0.898
-0.286,-0.419,-0.724
-0.286,-0.952,0.179
-0.286,-1.35,1.702
-0.286,0.139,0.186
2.365,-0.291,-0.474
-0.286,-0.171,0.221
2.365,0.187,2.753
2.365,-1.485,-0.863
-0.286,-0.458,-0.805
-0.286,-1.485,-0.73
2.365,-1.31,1.548
-0.286,-0.363,-0.572
-0.286,-0.331,-0.825
-0.286,-0.139,0.81
-0.286,-1.485,-0.202
2.365,0.307,0.444
2.365,-0.29,1.501
-0.286,-1.445,-0.499
-0.286,-0.075,-0.062
-0.286,0.434,0.537
-0.286,0.363,-0.211
-0.286,-1.484,-0.332
-0.286,-1.046,-0.417
-0.286,-1.484,-0.76
-0.286,-0.05,0.192
-0.286,-0.417,-0.689
-0.286,-0.289,-0.214
-0.286,-0.385,0.151
-0.286,-0.456,-0.824
-0.286,-1.197,0.49
-0.286,-0.456,5.842
-0.286,-0.353,0.55
-0.286,-0.456,-0.777
-0.286,-0.169,-0.762
2.365,-0.233,0.105
-0.286,-0.456,0.567
-0.286,-0.957,-0.167
-0.286,-1.483,-0.014
-0.286,-0.416,-0.007
-0.286,-0.455,-0.74
2.365,-1.419,1.313
2.365,0.102,3.596
-0.286,-1.037,-0.773
-0.286,-1.164,-0.264
-0.286,-1.482,-0.645
-0.286,-0.2,1.046
2.365,0.262,1.354
-0.286,-1.012,0.196
-0.286,-0.144,1.32
2.365,-1.481,-0.067
-0.286,-0.454,0.908
-0.286,-1.497,-0.31
-0.286,-0.271,-0.014
-0.286,-0.167,1.661
-0.286,-1.306,-0.003
-0.286,-1.178,-0.474
-0.286,-0.31,-0.52
-0.286,-0.31,-0.605
-0.286,-0.143,-0.438
2.365,-1.48,-0.825
-0.286,-0.413,1.817
-0.286,-0.413,0.206
-0.286,-0.397,-0.75
-0.286,-0.166,0.342
-0.286,-0.206,0.088
-0.286,-1.153,1.326
-0.286,-1.193,1.632
-0.286,0.121,-0.098
-0.286,-0.205,0.414
-0.286,-0.412,0.88
2.365,-0.332,-0.116
-0.286,-1.16,0.034
-0.286,-0.069,0.557
-0.286,-0.411,-0.838
-0.286,-1.478,0.28
-0.286,-0.085,0.398
-0.286,-1.478,0.233
-0.286,-0.252,-0.569
-0.286,-0.156,-0.09
-0.286,-0.363,0.388
-0.286,-0.323,-0.053
2.365,-0.451,0.234
-0.286,-0.156,-0.163
-0.286,-1.278,1.17
-0.286,-1.477,-0.558
-0.286,0.434,-0.372
-0.286,-0.1,3.705
-0.286,-0.084,-0.614
-0.286,-0.338,0.75
-0.286,0.402,-0.077
2.365,-0.243,-0.06
-0.286,-0.187,-0.639
-0.286,-1.174,5.446
-0.286,-1.055,1.04
-0.286,-0.449,1.763
-0.286,-1.413,-0.259
-0.286,-0.027,0.646
-0.286,-0.202,0.038
-0.286,-0.035,-0.416
-0.286,-0.449,-0.281
-0.286,-0.409,-0.452
-0.286,-0.449,-0.167
2.365,0.284,1.597
-0.286,-0.194,-0.372
-0.286,-0.242,0.343
-0.286,-0.448,-0.614
-0.286,-1.292,0.968
-0.286,-1.173,0.745
-0.286,-0.408,0.897
-0.286,-0.408,-0.42
-0.286,-0.121,2.866
-0.286,-0.4,1.367
-0.286,0.006,-0.673
-0.286,-1.475,-0.152
-0.286,-1.475,-0.641
-0.286,-0.806,-0.539
-0.286,-0.224,0.092
-0.286,0.198,4.28
-0.286,-0.136,-0.3
-0.286,-1.474,-0.305
-0.286,-0.12,-0.383
-0.286,-0.072,-0.294
-0.286,-0.295,-0.518
-0.286,-0.231,-0.772
-0.286,-0.255,0.394
-0.286,-1.473,0.197
-0.286,-0.168,-0.273
-0.286,-1.473,-0.876
-0.286,-0.024,-0.516
-0.286,-1.473,-0.824
2.365,-1.25,-0.836
-0.286,-0.143,0.25
-0.286,-0.406,-0.801
-0.286,-0.406,0.603
2.365,-0.183,1.916
-0.286,0.017,0.995
-0.286,-0.334,0.077
-0.286,-0.405,0.118
-0.286,-0.11,-0.927
-0.286,-1.32,0.243
-0.286,-0.444,-0.338
-0.286,-0.444,-0.368
-0.286,-1.28,-0.587
-0.286,0.193,0.02
-0.286,-0.444,-0.568
-0.286,0.289,-0.062
-0.286,-0.403,-0.827
-0.286,-1.47,-0.468
-0.286,-0.403,-0.613
-0.286,-0.156,0.088
-0.286,-1.239,-0.586
-0.286,-0.244,-0.515
-0.286,-0.371,-0.559
-0.286,-0.132,0.452
-0.286,-0.442,1.665
-0.286,-0.212,0.171
-0.286,-1.445,-0.513
-0.286,-0.402,-0.598
-0.286,-0.1,-0.167
-0.286,-0.402,-0.903
-0.286,0.482,-0.821
-0.286,-0.441,-0.751
-0.286,-0.402,0.546
-0.286,-0.354,-0.422
-0.286,-0.171,0.031
-0.286,0.251,-0.232
-0.286,-0.401,0.771
-0.286,0.323,2.324
2.365,-1.221,-0.895
-0.286,0.276,2.778
2.365,-1.38,-0.771
2.365,-0.385,-0.768
-0.286,-0.376,-0.368
-0.286,-0.169,0.137
-0.286,-0.089,-0.568
-0.286,-1.467,0.264
-0.286,-1.467,-0.787
2.365,-0.439,1.421
2.365,-0.096,0.498
2.365,-0.096,1.479
2.365,-0.438,-0.315
-0.286,-0.399,-0.824
2.365,-1.155,-0.222
-0.286,-0.358,-0.419
-0.286,-0.08,0.271
2.365,-0.398,3.744
-0.286,-0.047,0.169
-0.286,-1.464,-0.149
-0.286,-0.118,-0.233
-0.286,-0.397,-0.775
-0.286,-0.054,-0.205
-0.286,-0.261,-0.466
-0.286,-1.257,0.112
-0.286,-0.396,-0.778
-0.286,-0.436,-0.614
-0.286,-1.463,-0.468
-0.286,-0.396,0.586
-0.286,-0.149,-0.555
-0.286,-1.383,0.283
-0.286,-0.395,-0.737
-0.286,-0.865,0.833
-0.286,-0.172,-0.119
-0.286,-0.212,-0.488
-0.286,-0.276,-0.971
-0.286,-0.347,-0.724
-0.286,0.043,-0.729
-0.286,-1.079,-0.101
-0.286,-0.394,-0.525
10.318,-0.314,8.361
-0.286,-0.393,-0.87
-0.286,-0.393,-0.772
2.365,-1.269,1.069
-0.286,-0.393,0.535
-0.286,-0.265,0.344
-0.286,-0.233,0.249
-0.286,0.491,-0.62
-0.286,-1.149,0.855
2.365,-1.228,0.456
2.365,-0.352,2.093
-0.286,-0.431,-0.315
-0.286,0.484,-0.279
2.365,-1.068,-0.503
-0.286,-0.296,0.037
-0.286,-1.18,-0.79
-0.286,-0.391,-0.37
-0.286,-0.009,-0.727
-0.286,-1.458,-0.913
-0.286,-0.232,-0.737
-0.286,-0.391,-0.618
-0.286,-0.431,0.186
-0.286,-0.391,0.076
-0.286,-1.226,2.863
-0.286,0.033,-0.924
-0.286,-0.333,-0.726
5.016,-0.429,-0.746
2.365,-0.819,2.48
2.365,-0.142,0.137
-0.286,-1.456,-0.472
-0.286,-0.213,-0.639
5.016,0.4,-0.205
2.365,-0.181,-0.532
2.365,-1.455,0.621
5.016,0.193,1.296
2.365,0.129,-0.26
2.365,0.082,-0.512
-0.286,0.002,-0.728
-0.286,-0.022,0.058
-0.286,-0.006,1.008
-0.286,-0.244,-0.524
-0.286,-0.332,-0.177
-0.286,-0.428,-0.854
-0.286,-1.454,-0.681
-0.286,-0.021,0.278
-0.286,-0.22,-0.846
-0.286,-0.387,-0.71
-0.286,-1.295,0.622
-0.286,-0.171,-0.131
-0.286,-0.386,-0.625
-0.286,-0.386,-0.317
-0.286,0.211,-0.769
-0.286,-0.792,-0.47
-0.286,-0.258,-0.739
-0.286,-0.242,-0.267
2.365,-1.341,1.469
-0.286,-0.385,0.248
-0.286,-1.372,-0.37
-0.286,-0.424,0.288
-0.286,-0.384,-0.407
-0.286,-0.384,0.475
-0.286,-0.161,-0.166
-0.286,-0.272,-0.537
-0.286,0.492,1.313
-0.286,-0.36,-0.252
-0.286,-0.837,-0.521
-0.286,-0.422,-0.573
-0.286,-0.2,0.113
2.365,-0.191,2.693
-0.286,0.095,0.369
-0.286,-0.247,-0.093
-0.286,-1.448,-0.669
-0.286,-0.333,0.59
2.365,-0.246,-0.518
-0.286,-1.225,0.643
2.365,-0.277,0.22
-0.286,-1.447,-0.195
-0.286,-0.38,-0.825
-0.286,-0.961,-0.008
-0.286,0.329,0.476
-0.286,-0.38,-0.926
2.365,-1.447,-0.224
-0.286,0.09,-0.3
-0.286,-0.06,-0.458
-0.286,-0.418,-0.1
2.365,-0.235,-0.383
2.365,-0.346,2.681
-0.286,-0.227,-0.719
-0.286,-0.211,-0.892
-0.286,0.22,0.035
-0.286,0.148,-0.147
-0.286,-0.377,1.045
-0.286,0.196,-0.467
2.365,0.26,0.776
-0.286,-1.42,-0.677
-0.286,-0.01,1.037
-0.286,-0.337,-0.791
2.365,-0.162,0.641
-0.286,-0.878,-0.394
-0.286,-1.26,-0.837
-0.286,-0.767,-0.527
-0.286,-0.376,-0.143
-0.286,0.348,-0.459
-0.286,-0.344,-0.41
2.365,-0.694,-0.568
-0.286,-0.415,-0.564
-0.286,0.007,-0.213
-0.286,-0.192,0.71
-0.286,0.222,2.241
-0.286,-0.375,-0.572
-0.286,-0.295,-0.457
-0.286,0.143,-0.269
-0.286,-1.441,-0.617
-0.286,-0.096,-0.162
-0.286,-0.175,0.003
-0.286,0.064,0.955
2.365,-0.111,0.817
-0.286,-1.05,0.149
2.365,-0.533,1.533
-0.286,-0.317,-0.289
-0.286,-1.44,-0.8
-0.286,-0.317,0.856
-0.286,-0.333,0.235
-0.286,-0.413,-0.762
-0.286,-0.182,0.298
-0.286,-0.182,0.017
-0.286,0.065,-0.196
-0.286,-0.142,-0.59
-0.286,-1.439,-0.887
-0.286,-0.412,-0.026
-0.286,-0.26,0.034
-0.286,0.106,1.002
-0.286,-0.372,-0.054
-0.286,-0.371,-0.792
-0.286,0.194,-0.407
2.365,-0.872,4.431
-0.286,-0.37,-0.615
-0.286,-0.275,-0.326
2.365,-0.227,1.051
-0.286,-1.254,-0.842
-0.286,0.164,-0.363
-0.286,-0.21,1.57
-0.286,0.164,-0.216
-0.286,-0.179,0.171
-0.286,-1.357,0.151
-0.286,-0.847,0.542
-0.286,-0.202,-0.745
-0.286,-0.369,0.311
-0.286,-0.313,-0.285
-0.286,-0.289,0.804
2.365,-0.368,0.39
-0.286,0.229,0.785
-0.286,-0.13,-0.132
-0.286,0.364,-0.14
-0.286,0.086,-0.606
-0.286,-1.403,-0.772
-0.286,-0.408,-0.268
-0.286,0.126,0.253
-0.286,-0.344,0.745
-0.286,-1.435,-0.516
-0.286,0.46,0.24
-0.286,0.389,-0.109
-0.286,0.198,0.692
-0.286,-0.367,-0.294
-0.286,-1.434,-0.32
-0.286,-1.283,-0.669
-0.286,-0.367,-0.418
-0.286,-0.335,-0.604
-0.286,-0.367,-0.524
-0.286,-0.406,-0.118
-0.286,-0.367,-0.091
-0.286,-0.327,-0.158
-0.286,-0.151,-0.201
-0.286,-0.366,1.835
-0.286,-0.238,1.152
-0.286,-0.405,0.555
-0.286,-0.111,-0.563
-0.286,-0.366,0.094
-0.286,-0.038,-0.267
-0.286,-0.365,0.695
-0.286,-0.094,-0.742
-0.286,-1.431,-0.852
-0.286,-0.364,-0.831
-0.286,-1.232,-0.874
2.365,-1.192,0.245
-0.286,-0.332,0.045
-0.286,-0.18,-0.894
-0.286,-0.403,-0.053
-0.286,-0.14,0.095
-0.286,-1.071,-0.573
-0.286,-0.052,0.191
-0.286,-0.124,0.35
-0.286,-1.35,-0.422
-0.286,-1.429,0.128
-0.286,0.251,0.039
-0.286,-0.362,-0.719
-0.286,0.02,0.494
-0.286,-0.402,-0.581
-0.286,-0.035,2.017
-0.286,0.092,-0.358
-0.286,-1.333,-0.262
-0.286,-0.401,-0.224
-0.286,-0.266,-0.156
-0.286,0.037,1.76
-0.286,-1.006,1.076
-0.286,-1.428,-0.773
-0.286,-0.401,-0.186
-0.286,-0.361,-0.878
-0.286,0.26,-0.863
-0.286,0.053,-0.024
-0.286,-0.751,-0.636
-0.286,-0.361,-0.775
-0.286,-0.273,-0.322
-0.286,-0.4,2.398
-0.286,-0.528,-0.708
2.365,0.15,-0.747
-0.286,-0.081,1.205
-0.286,0.181,0.145
-0.286,-1.116,-0.423
2.365,-0.169,-0.332
2.365,-0.4,-0.542
2.365,-1.22,-0.19
2.365,-0.399,-0.772
-0.286,0.198,-0.567
2.365,-0.097,0.24
-0.286,-1.307,-0.205
2.365,-0.367,-0.257
-0.286,0.285,-0.503
-0.286,-0.359,-0.834
2.365,0.524,1.361
-0.286,-0.359,-0.847
-0.286,-1.426,-0.417
-0.286,-0.319,-0.564
-0.286,-0.399,-0.632
-0.286,-0.311,-0.633
-0.286,-0.359,-0.884
-0.286,-0.359,-0.145
-0.286,-0.184,-0.7
-0.286,-1.131,-0.391
-0.286,0.143,0.354
2.365,-1.426,0.587
2.365,-0.232,-0.214
-0.286,-0.359,-0.163
-0.286,-0.199,-0.318
-0.286,-1.115,0.387
-0.286,-1.107,-0.842
-0.286,-0.295,0.847
-0.286,-0.207,-0.691
-0.286,-0.238,-0.807
-0.286,-0.398,1.237
2.365,-0.39,-0.548
-0.286,-0.039,0.119
-0.286,-1.425,-0.717
-0.286,0.128,-0.667
-0.286,-0.358,-0.016
-0.286,-1.106,2.826
-0.286,-0.7,-0.661
-0.286,0.073,1.909
-0.286,-0.15,-0.017
2.365,-1.44,-0.669
-0.286,-0.126,0.155
2.365,-1.026,2.313
-0.286,-0.357,-0.16
-0.286,-0.206,2.134
-0.286,0.176,-0.738
-0.286,-0.055,0.045
-0.286,0.264,1.284
